代码	名称	涨幅%%	现价	涨跌	买价	卖价	总量	现量	涨速%%	换手%%	今开	最高	最低	昨收	市盈(动)	总金额	量比	细分行业	地区	振幅%%	均价	内盘	外盘	内外比	买量	卖量	未匹配量	
600735	新华锦	-1.66	21.32	-0.36	21.36	21.40	183946	7	0.04	          4.89	21.33	21.86	20.91	21.68	   193.92	391897952	  0.33	纺织	山东	4.38	21.30	91143	92803	  0.98	21	308	--  	
600736	苏州高新	0.00	8.15	0.00	--  	--  	0	0	0.00	          0.00	--  	--  	--  	8.15	   109.01	0	  0.00	园区开发	江苏	0.00	8.15	0	0	--  	0	0	--  	
600737	中粮屯河	-2.17	15.30	-0.34	15.29	15.30	406306	438	-0.26	          3.07	15.64	15.76	15.25	15.64	   317.52	628630912	  0.68	食品	新疆	3.26	15.47	202067	204239	  0.99	351	393	--  	
600738	兰州民百	-2.43	9.62	-0.24	9.61	9.62	162754	117	0.00	          6.21	9.80	9.85	9.52	9.86	    34.88	157435024	  0.62	百货	甘肃	3.35	9.67	88620	74133	  1.20	177	38	--  	
600739	辽宁成大	0.00	15.83	0.00	--  	--  	0	0	0.00	          0.00	--  	--  	--  	15.83	    12.35	0	  0.00	商贸代理	辽宁	0.00	15.83	0	0	--  	0	0	--  	
600740	山西焦化	-0.64	6.22	-0.04	6.21	6.22	101033	5	0.32	          1.54	6.25	6.29	6.16	6.26	--  	62986704	  0.71	焦炭加工	山西	2.08	6.23	54476	46557	  1.17	13	35	--  	
600741	华域汽车	-1.41	16.76	-0.24	16.75	16.76	175225	17	0.11	          0.68	16.91	17.08	16.55	17.00	     8.94	294218880	  0.62	汽车配件	上海	3.12	16.79	100421	74803	  1.34	187	563	--  	
600742	一汽富维	-0.86	28.74	-0.25	28.74	28.75	116761	34	0.24	          5.52	28.99	29.86	28.41	28.99	    15.63	340893440	  0.92	汽车配件	吉林	5.00	29.20	58769	57991	  1.01	96	313	--  	
600743	华远地产	-3.09	7.21	-0.23	7.20	7.21	343855	119	0.13	          1.89	7.40	7.40	7.10	7.44	    32.64	248337584	  0.77	区域地产	北京	4.03	7.22	190728	153126	  1.25	637	233	--  	
600744	华银电力	-1.32	8.96	-0.12	8.95	8.96	241200	19	-0.22	          5.08	9.08	9.18	8.91	9.08	    35.59	218173664	  0.66	火力发电	湖南	2.97	9.05	129009	112191	  1.15	687	433	--  	
600745	中茵股份	0.00	23.72	0.00	--  	--  	0	0	0.00	          0.00	--  	--  	--  	23.72	--  	0	  0.00	区域地产	湖北	0.00	23.72	0	0	--  	0	0	--  	
600746	江苏索普	0.00	9.42	0.00	--  	--  	0	0	0.00	          0.00	--  	--  	--  	9.42	--  	0	  0.00	化工原料	江苏	0.00	9.42	0	0	--  	0	0	--  	
600747	大连控股	3.98	6.27	0.24	6.23	6.27	733661	1337	-0.79	          6.89	5.98	6.50	5.93	6.03	--  	459426848	  1.46	元器件	辽宁	9.45	6.26	353948	379713	  0.93	1774	33	--  	
600748	上实发展	-2.44	13.97	-0.35	13.97	13.98	161253	9	0.28	          1.49	14.04	14.20	13.82	14.32	    56.12	225604144	  0.75	全国地产	上海	2.65	13.99	86610	74643	  1.16	12	27	--  	
600749	西藏旅游	0.00	23.62	0.00	--  	--  	0	0	0.00	          0.00	--  	--  	--  	23.62	--  	0	  0.00	旅游景点	西藏	0.00	23.62	0	0	--  	0	0	--  	
600750	江中药业	3.05	36.51	1.08	36.52	36.53	174978	142	0.00	          5.83	35.30	36.58	35.01	35.43	    37.01	626713088	  1.52	中成药	江西	4.43	35.82	89654	85323	  1.05	213	478	--  	
600751	天海投资	0.39	10.21	0.04	10.21	10.22	169231	40	-0.39	          4.36	10.10	10.58	9.93	10.17	   155.72	173507040	  1.10	水运	天津	6.39	10.25	93861	75370	  1.25	170	57	--  	
600753	东方银星	2.23	32.97	0.72	32.89	32.90	104493	16	0.06	          8.16	32.00	33.33	31.00	32.25	    71.58	339150336	  1.32	批发业	河南	7.22	32.46	49949	54544	  0.92	103	86	--  	
600754	锦江股份	-0.76	50.95	-0.39	51.05	51.06	87839	27	-0.09	          1.96	51.00	52.44	50.61	51.34	    66.28	451465856	  0.75	酒店餐饮	上海	3.56	51.40	46139	41700	  1.11	6048	8	--  	
600755	厦门国贸	-0.34	8.76	-0.03	8.74	8.75	355480	21	0.00	          2.14	8.71	8.88	8.64	8.79	    24.40	310875456	  0.84	商贸代理	福建	2.73	8.75	179237	176243	  1.02	772	221	--  	
600756	浪潮软件	1.12	30.74	0.34	30.75	30.76	115151	14	0.00	          4.13	30.40	31.50	30.10	30.40	   125.54	355018240	  0.64	软件服务	山东	4.61	30.83	55233	59917	  0.92	16	216	--  	
600757	长江传媒	-1.54	10.87	-0.17	10.88	10.89	166715	60	0.09	          1.37	10.95	11.06	10.79	11.04	    28.66	181943696	  0.58	出版业	湖北	2.45	10.91	97184	69531	  1.40	114	356	--  	
600758	红阳能源	-3.47	13.07	-0.47	13.08	13.09	84245	10	-0.45	          7.32	13.28	13.72	13.03	13.54	  3152.30	113352592	  0.93	供气供热	辽宁	5.10	13.46	46787	37457	  1.25	57	2	--  	
600759	洲际油气	0.00	7.85	0.00	--  	--  	0	0	0.00	          0.00	--  	--  	--  	7.85	  2696.51	0	  0.00	石油开采	海南	0.00	7.85	0	0	--  	0	0	--  	
600760	中航黑豹	-0.25	16.11	-0.04	16.10	16.11	119361	73	-0.06	          3.46	16.20	16.42	15.98	16.15	--  	193301088	  0.69	汽车整车	山东	2.72	16.19	58920	60441	  0.97	545	27	--  	
600761	安徽合力	-3.49	13.57	-0.49	13.57	13.58	147825	340	-0.22	          2.40	13.91	13.95	13.43	14.06	    21.51	201850192	  0.49	工程机械	安徽	3.70	13.65	90423	57401	  1.58	6	62	--  	
600763	XR通策医	0.00	55.18	0.00	--  	--  	0	0	0.00	          0.00	--  	--  	--  	55.18	   108.37	0	  0.00	医疗保健	浙江	0.00	55.18	0	0	--  	0	0	--  	
600764	中电广通	0.52	19.16	0.10	19.13	19.14	59513	58	0.20	          1.80	19.00	19.76	18.79	19.06	--  	114438984	  0.86	通信设备	北京	5.09	19.23	28993	30520	  0.95	62	20	--  	
600765	中航重机	-2.98	20.21	-0.62	20.20	20.21	139976	20	-0.14	          1.80	20.69	20.89	20.11	20.83	    97.40	286147264	  0.69	机械基件	贵州	3.74	20.44	79382	60593	  1.31	94	160	--  	
600766	园城黄金	-1.86	16.32	-0.31	16.30	16.32	51814	1	-0.24	          2.31	16.50	16.79	16.13	16.63	   112.35	84948912	  0.86	黄金	山东	3.97	16.39	31905	19909	  1.60	82	57	--  	
600767	运盛医疗	0.00	13.62	0.00	--  	--  	0	0	0.00	          0.00	--  	--  	--  	13.62	--  	0	  0.00	医疗保健	上海	0.00	13.62	0	0	--  	0	0	--  	
600768	宁波富邦	0.95	22.31	0.21	22.30	22.32	55523	14	0.04	          4.15	22.20	23.16	21.98	22.10	--  	125574800	  0.98	铝	浙江	5.34	22.62	29577	25946	  1.14	111	37	--  	
600769	祥龙电业	7.07	13.02	0.86	13.00	13.03	178988	444	1.40	          4.77	12.18	13.08	12.16	12.16	   557.58	227920608	  1.96	火力发电	湖北	7.57	12.73	71350	107638	  0.66	314	229	--  	
600770	综艺股份	2.77	15.58	0.42	15.58	15.59	858548	31	-0.44	          7.77	14.91	15.96	14.71	15.16	   640.85	1317124480	  0.99	综合类	江苏	8.25	15.34	407318	451230	  0.90	57	380	--  	
600771	广誉远	0.00	31.98	0.00	--  	--  	0	0	0.00	          0.00	--  	--  	--  	31.98	  5769.03	0	  0.00	中成药	青海	0.00	31.98	0	0	--  	0	0	--  	
600773	西藏城投	0.15	20.22	0.03	20.22	20.23	362355	50	-0.19	          5.23	20.01	21.30	19.80	20.19	   309.74	743556352	  0.85	区域地产	西藏	7.43	20.52	178624	183730	  0.97	4	5	--  	
600774	汉商集团	-0.78	19.20	-0.15	19.20	19.21	38353	40	0.10	          2.20	19.32	19.90	19.07	19.35	   377.37	74470896	  0.96	百货	湖北	4.29	19.42	21682	16670	  1.30	9	5	--  	
600775	南京熊猫	-3.10	17.51	-0.56	17.51	17.52	128334	1	0.17	          2.03	17.82	18.06	17.41	18.07	   106.29	227793840	  0.70	通信设备	江苏	3.60	17.75	67509	60824	  1.11	388	164	--  	
600776	东方通信	-2.54	11.49	-0.30	11.46	11.49	201875	1009	0.08	          2.11	11.66	11.84	11.36	11.79	   110.42	234792752	  0.80	通信设备	浙江	4.07	11.63	119873	82001	  1.46	510	10	--  	
600777	新潮实业	0.00	11.80	0.00	--  	--  	0	0	0.00	          0.00	--  	--  	--  	11.80	--  	0	  0.00	综合类	山东	0.00	11.80	0	0	--  	0	0	--  	
600778	友好集团	2.57	12.36	0.31	12.35	12.36	149183	166	0.08	          4.80	11.94	12.38	11.88	12.05	    60.53	180801680	  1.56	百货	新疆	4.15	12.12	68244	80939	  0.84	21	48	--  	
600779	*ST水井	4.86	13.16	0.61	13.16	13.17	96250	3	0.22	          3.26	12.54	13.18	12.48	12.55	    68.11	124986656	  1.22	白酒	四川	5.58	12.99	38289	57960	  0.66	24	366	--  	
600780	通宝能源	-2.06	7.12	-0.15	7.12	7.13	72477	25	0.14	          0.63	7.25	7.28	7.05	7.27	    21.97	51916308	  0.78	火力发电	山西	3.16	7.16	49225	23251	  2.12	105	275	--  	
600781	辅仁药业	0.00	19.36	0.00	--  	--  	0	0	0.00	          0.00	--  	--  	--  	19.36	   111.30	0	  0.00	中成药	河南	0.00	19.36	0	0	--  	0	0	--  	
600782	新钢股份	-1.40	5.62	-0.08	5.61	5.63	101500	252	-0.17	          0.73	5.70	5.82	5.58	5.70	--  	57861412	  0.99	钢加工	江西	4.21	5.70	51428	50071	  1.03	70	76	--  	
600783	鲁信创投	2.15	42.34	0.89	42.20	42.24	470899	233	-0.51	          6.33	41.20	44.90	40.82	41.45	   102.95	2022910976	  1.43	矿物制品	山东	9.84	42.96	214452	256447	  0.84	28	23	--  	
600784	鲁银投资	0.00	8.78	0.00	--  	--  	0	0	0.00	          0.00	--  	--  	--  	8.78	   638.46	0	  0.00	普钢	山东	0.00	8.78	0	0	--  	0	0	--  	
600785	新华百货	0.00	30.68	0.00	--  	--  	0	0	0.00	          0.00	--  	--  	--  	30.68	    38.56	0	  0.00	百货	宁夏	0.00	30.68	0	0	--  	0	0	--  	
600787	中储股份	-2.01	10.75	-0.22	10.74	10.75	180940	51	0.00	          1.08	10.97	11.10	10.68	10.97	    36.92	197199920	  0.72	仓储物流	天津	3.83	10.90	98573	82367	  1.20	282	108	--  	
600789	鲁抗医药	-2.20	12.47	-0.28	12.46	12.47	162297	271	-0.23	          2.79	12.57	12.77	12.35	12.75	  7268.72	203902496	  0.68	化学制药	山东	3.29	12.56	96345	65952	  1.46	137	278	--  	
600790	轻纺城	-2.87	8.11	-0.24	8.10	8.11	239516	26	-0.12	          2.29	8.26	8.35	8.03	8.35	    28.03	195602800	  0.82	商品城	浙江	3.83	8.17	139673	99842	  1.40	185	188	--  	
600791	京能置业	0.66	9.19	0.06	9.18	9.19	231179	19	0.10	          5.11	8.98	9.36	8.80	9.13	    61.46	209369168	  1.13	全国地产	北京	6.13	9.06	121683	109495	  1.11	25	85	--  	
600792	云煤能源	-5.12	7.59	-0.41	7.59	7.60	1403675	1191	2.56	         14.74	8.18	8.35	7.31	8.00	--  	1099092224	  4.27	焦炭加工	云南	13.00	7.83	628846	774828	  0.81	349	2362	--  	
600793	ST宜纸	0.00	19.98	0.00	--  	--  	0	0	0.00	          0.00	--  	--  	--  	19.98	--  	0	  0.00	造纸	四川	0.00	19.98	0	0	--  	0	0	--  	
600794	保税科技	-1.53	7.07	-0.11	7.07	7.08	241314	16	-0.14	          2.25	7.14	7.19	7.03	7.18	    85.35	171378336	  0.73	仓储物流	江苏	2.23	7.10	148230	93084	  1.59	504	500	--  	
600795	国电电力	-2.17	4.05	-0.09	4.05	4.06	1207398	121	-0.24	          0.68	4.11	4.12	4.03	4.14	    11.85	491090720	  0.73	火力发电	辽宁	2.17	4.07	669627	537771	  1.25	13987	12265	--  	
600796	钱江生化	-0.92	12.86	-0.12	12.85	12.86	239365	85	-1.00	          7.94	12.70	13.28	12.54	12.98	   194.05	307755328	  1.08	农药化肥	浙江	5.70	12.86	115819	123546	  0.94	218	662	--  	
600797	浙大网新	-2.20	13.33	-0.30	13.32	13.33	289211	122	0.00	          3.52	13.46	13.73	13.16	13.63	  1658.77	388923648	  0.63	软件服务	浙江	4.18	13.45	158011	131200	  1.20	208	1	--  	
600798	宁波海运	0.44	6.87	0.03	6.86	6.88	192145	245	0.29	          1.86	6.80	6.92	6.75	6.84	   490.46	131507936	  0.84	水运	浙江	2.49	6.84	95624	96521	  0.99	338	1140	--  	
600800	天津磁卡	0.11	9.20	0.01	9.18	9.19	163948	30	0.10	          2.69	9.12	9.33	9.11	9.19	--  	151022928	  0.68	综合类	天津	2.39	9.21	84290	79657	  1.06	214	166	--  	
600801	华新水泥	-3.23	8.38	-0.28	8.37	8.38	248454	58	-0.23	          2.55	8.53	8.55	8.30	8.66	    75.58	209097504	  0.81	水泥	湖北	2.89	8.42	147960	100493	  1.47	578	448	--  	
600802	福建水泥	0.11	8.74	0.01	8.74	8.75	183814	19	-0.34	          4.81	8.71	8.98	8.61	8.73	--  	161847216	  1.14	水泥	福建	4.24	8.80	87739	96074	  0.91	1457	372	--  	
600803	新奥股份	-0.57	13.95	-0.08	13.99	14.00	121556	76	0.79	          2.25	13.88	14.28	13.60	14.03	    20.52	169849568	  1.19	农药化肥	河北	4.85	13.97	68762	52794	  1.30	10	462	--  	
600804	鹏博士	-2.95	22.73	-0.69	22.72	22.73	300693	17	-0.08	          2.21	23.24	23.45	22.47	23.42	    39.98	689657472	  0.97	电信运营	四川	4.18	22.94	170930	129763	  1.32	24	177	--  	
600805	悦达投资	-2.45	13.14	-0.33	13.13	13.14	243691	23	-0.07	          2.87	13.35	13.38	12.89	13.47	    57.34	320335040	  0.74	综合类	江苏	3.64	13.15	138881	104810	  1.33	17	181	--  	
600806	昆明机床	-3.80	15.46	-0.61	15.46	15.47	220066	64	-0.06	          5.64	15.95	16.15	15.30	16.07	--  	345597696	  0.69	机床制造	云南	5.29	15.70	117225	102840	  1.14	467	111	--  	
600807	天业股份	0.00	15.67	0.00	--  	--  	0	0	0.00	          0.00	--  	--  	--  	15.67	   118.86	0	  0.00	区域地产	山东	0.00	15.67	0	0	--  	0	0	--  	
600808	马钢股份	-3.20	3.33	-0.11	3.32	3.34	460586	230	0.30	          0.77	3.40	3.42	3.31	3.44	--  	154373264	  0.74	普钢	安徽	3.20	3.35	229018	231567	  0.99	2177	3385	--  	
600809	山西汾酒	-2.12	17.12	-0.37	17.14	17.15	35899	62	-0.17	          0.41	17.40	17.40	17.00	17.49	    30.44	61707452	  0.71	白酒	山西	2.29	17.19	21289	14609	  1.46	3	305	--  	
600810	神马股份	-5.37	10.05	-0.57	10.05	10.08	287359	114	-0.29	          6.50	10.50	10.55	9.95	10.62	   390.86	293306368	  0.86	化纤	河南	5.65	10.21	152582	134777	  1.13	5551	222	--  	
600811	东方集团	-2.43	8.44	-0.21	8.43	8.44	264731	2	-0.11	          1.59	8.59	8.62	8.36	8.65	    22.25	224622960	  0.83	综合类	黑龙江	3.01	8.48	157489	107242	  1.47	1513	84	--  	
600812	华北制药	0.39	7.73	0.03	7.72	7.73	124581	20	0.52	          0.90	7.69	7.79	7.60	7.70	   298.77	95814256	  0.68	化学制药	河北	2.47	7.69	68749	55832	  1.23	277	22	--  	
600814	杭州解百	-2.08	10.84	-0.23	10.84	10.85	77766	22	0.09	          2.51	11.00	11.10	10.77	11.07	    34.12	84939256	  0.60	百货	浙江	2.98	10.92	43552	34214	  1.27	80	982	--  	
600815	厦工股份	-1.10	10.76	-0.12	10.76	10.77	246881	5	0.27	          2.57	10.80	11.07	10.58	10.88	--  	266710976	  0.79	工程机械	福建	4.50	10.80	125606	121275	  1.04	15	2	--  	
600816	安信信托	-2.49	17.99	-0.46	17.98	17.99	129506	10	0.00	          1.14	18.29	18.45	17.80	18.45	    19.68	234222768	  0.71	多元金融	上海	3.52	18.09	75750	53755	  1.41	429	46	--  	
600817	ST宏盛	0.00	15.38	0.00	--  	--  	0	0	0.00	          0.00	--  	--  	--  	15.38	--  	0	  0.00	半导体	上海	0.00	15.38	0	0	--  	0	0	--  	
600818	中路股份	-1.47	61.61	-0.92	61.50	61.64	31368	10	0.21	          1.32	62.00	63.19	60.68	62.53	   349.22	194645648	  0.76	文教休闲	上海	4.01	62.05	16985	14383	  1.18	55	10	--  	
600819	耀皮玻璃	1.04	7.76	0.08	7.75	7.76	150795	94	0.12	          2.24	7.66	7.96	7.61	7.68	--  	117295880	  1.08	玻璃	上海	4.56	7.78	80910	69884	  1.16	36	254	--  	
600820	隧道股份	-2.50	10.91	-0.28	10.90	10.91	414960	161	0.00	          1.32	11.14	11.16	10.81	11.19	    27.53	455685408	  0.67	建筑施工	上海	3.13	10.98	227435	187524	  1.21	429	58	--  	
600821	津劝业	-0.65	9.14	-0.06	9.13	9.15	129967	1014	0.21	          3.12	9.06	9.25	9.03	9.20	   625.74	118599952	  0.94	百货	天津	2.39	9.13	71747	58219	  1.23	18	305	--  	
600822	上海物贸	0.00	15.57	0.00	--  	--  	0	0	0.00	          0.00	--  	--  	--  	15.57	--  	0	  0.00	商贸代理	上海	0.00	15.57	0	0	--  	0	0	--  	
600823	世茂股份	-2.86	12.58	-0.37	12.57	12.59	151036	170	-0.15	          0.86	12.70	12.82	12.50	12.95	    17.63	191147376	  0.79	全国地产	上海	2.47	12.66	87129	63906	  1.36	351	132	--  	
600824	益民集团	-0.60	8.25	-0.05	8.25	8.26	119581	60	0.12	          1.13	8.28	8.37	8.21	8.30	    37.76	99120936	  0.69	百货	上海	1.93	8.29	65993	53588	  1.23	72	798	--  	
600825	新华传媒	-0.41	12.05	-0.05	12.01	12.05	163118	57	-0.90	          1.56	12.05	12.18	11.71	12.10	   265.23	194862000	  0.84	出版业	上海	3.88	11.95	98005	65112	  1.51	175	155	--  	
600826	兰生股份	-1.12	32.75	-0.37	32.73	32.78	97995	5	0.27	          2.33	33.13	33.75	32.23	33.12	    20.85	322958944	  0.92	商贸代理	上海	4.59	32.96	48431	49563	  0.98	7	58	--  	
600827	百联股份	-2.16	17.65	-0.39	17.67	17.68	186639	128	-0.28	          1.21	17.96	18.17	17.60	18.04	    19.39	334614752	  0.75	超市连锁	上海	3.16	17.93	101980	84659	  1.20	101	20	--  	
600828	成商集团	-2.00	8.33	-0.17	8.33	8.34	67840	1	-0.11	          1.19	8.40	8.49	8.25	8.50	    45.36	56833564	  0.65	百货	四川	2.82	8.38	38280	29559	  1.30	49	165	--  	
600829	人民同泰	0.63	15.96	0.10	15.95	15.96	80679	56	0.18	          1.39	15.71	16.28	15.66	15.86	    50.51	128691440	  0.60	医药商业	黑龙江	3.91	15.95	40969	39710	  1.03	105	116	--  	
600830	香溢融通	1.42	13.60	0.19	13.59	13.60	695220	55	-0.65	         15.30	13.18	13.95	13.00	13.41	    66.52	942644672	  2.20	多元金融	浙江	7.08	13.56	310854	384365	  0.81	12	238	--  	
600831	广电网络	2.01	15.74	0.31	15.73	15.74	302369	10	0.00	          5.37	15.33	16.25	15.15	15.43	    66.37	480656960	  1.74	影视音像	陕西	7.13	15.90	154925	147443	  1.05	81	18	--  	
600833	第一医药	1.04	18.49	0.19	18.55	18.56	56099	15	0.05	          2.51	18.21	18.60	18.09	18.30	    95.27	103056872	  0.91	医药商业	上海	2.79	18.37	28119	27980	  1.00	91	63	--  	
600834	申通地铁	0.60	16.87	0.10	16.87	16.88	64088	17	0.11	          1.34	16.70	17.13	16.66	16.77	   127.54	108116032	  0.79	公共交通	上海	2.80	16.87	34619	29469	  1.17	568	234	--  	
600835	上海机电	-2.08	29.13	-0.62	29.12	29.13	69313	66	-0.03	          0.86	29.55	29.74	29.01	29.75	    13.80	203122192	  0.85	运输设备	上海	2.45	29.31	43123	26190	  1.65	6	78	--  	
600836	界龙实业	-1.01	29.35	-0.30	29.35	29.37	81032	14	-0.13	          2.58	29.74	29.88	29.10	29.65	  1827.26	239285568	  0.80	广告包装	上海	2.63	29.53	44299	36732	  1.21	24	25	--  	
600837	海通证券	-3.34	15.32	-0.53	15.31	15.32	893526	90	-0.06	          1.10	15.75	15.84	15.28	15.85	    11.94	1384947840	  0.67	证券	上海	3.53	15.50	488048	405478	  1.20	60	994	--  	
600838	上海九百	0.60	15.09	0.09	15.08	15.10	170377	43	-0.06	          4.25	14.95	15.44	14.85	15.00	    62.00	259038624	  0.93	百货	上海	3.93	15.20	88512	81864	  1.08	246	780	--  	
600839	四川长虹	-2.72	6.07	-0.17	6.07	6.08	839081	270	-0.16	          1.82	6.18	6.21	6.02	6.24	--  	512689504	  0.79	家用电器	四川	3.04	6.11	446521	392559	  1.14	987	2814	--  	
600841	上柴股份	-1.79	13.69	-0.25	13.70	13.72	31477	18	-0.65	          0.60	13.92	13.95	13.59	13.94	   130.34	43278444	  0.51	机械基件	上海	2.58	13.75	16377	15100	  1.08	121	36	--  	
600843	上工申贝	-1.33	15.59	-0.21	15.59	15.60	46782	2	-0.19	          1.54	15.71	15.90	15.41	15.80	    41.63	73194368	  0.63	纺织机械	上海	3.10	15.65	27664	19117	  1.45	205	27	--  	
600844	丹化科技	1.90	8.58	0.16	8.58	8.59	158762	23	-0.23	          2.71	8.41	8.68	8.40	8.42	--  	136133168	  0.95	化工原料	上海	3.33	8.57	74631	84131	  0.89	7	439	--  	
600845	宝信软件	-1.41	63.45	-0.91	63.42	63.58	8988	4	-0.34	          0.38	64.00	66.00	62.29	64.36	    82.08	57631472	  0.85	软件服务	上海	5.76	64.12	5113	3875	  1.32	16	3	--  	
600846	同济科技	-1.19	11.59	-0.14	11.59	11.60	233306	20	-0.08	          3.73	11.68	11.87	11.49	11.73	    77.81	272426720	  0.71	综合类	上海	3.24	11.68	123847	109458	  1.13	109	95	--  	
600847	万里股份	0.00	33.09	0.00	--  	--  	0	0	0.00	          0.00	--  	--  	--  	33.09	   393.25	0	  0.00	电气设备	重庆	0.00	33.09	0	0	--  	0	0	--  	
600848	上海临港	1.28	21.44	0.27	21.45	21.46	61442	4	0.04	          2.10	21.10	21.88	21.03	21.17	   127.79	131654864	  0.89	园区开发	上海	4.02	21.43	29987	31455	  0.95	338	35	--  	
600850	华东电脑	-3.19	50.15	-1.65	50.10	50.11	33435	1	-0.09	          1.04	51.60	51.69	49.42	51.80	    67.51	168401184	  0.69	电脑设备	上海	4.38	50.37	17807	15628	  1.14	8	9	--  	
600851	海欣股份	0.93	14.11	0.13	14.09	14.12	259228	564	-0.07	          3.51	13.93	14.55	13.88	13.98	   100.08	368498528	  0.83	纺织	上海	4.79	14.22	126597	132630	  0.95	165	684	--  	
600853	龙建股份	-1.87	7.35	-0.14	7.34	7.35	136547	6	0.13	          2.54	7.36	7.45	7.29	7.49	   245.88	100487264	  0.68	建筑施工	黑龙江	2.14	7.36	80763	55784	  1.45	72	223	--  	
600854	春兰股份	-2.83	7.89	-0.23	7.88	7.89	130940	20	-0.12	          2.52	8.05	8.17	7.88	8.12	--  	104867400	  0.81	家用电器	江苏	3.57	8.01	73493	57447	  1.28	335	357	--  	
600855	航天长峰	-2.94	36.96	-1.12	36.99	37.00	161715	10	0.00	          4.90	37.79	38.56	36.88	38.08	  1822.70	608939904	  0.93	专用机械	北京	4.41	37.66	83200	78514	  1.06	163	195	--  	
600856	中天能源	0.05	21.28	0.01	21.28	21.29	45894	11	0.04	          1.95	21.22	21.60	21.08	21.27	    68.96	97907096	  0.61	供气供热	吉林	2.44	21.33	24742	21152	  1.17	356	64	--  	
600857	宁波中百	2.90	19.18	0.54	19.18	19.19	220836	8	-0.31	          9.84	18.51	19.50	18.40	18.64	    86.30	419263392	  2.09	百货	浙江	5.90	18.99	93864	126971	  0.74	82	2311	--  	
600858	银座股份	-1.35	9.51	-0.13	9.51	9.52	48774	5	0.00	          0.94	9.57	9.64	9.43	9.64	    32.75	46521648	  0.67	百货	山东	2.18	9.54	29462	19311	  1.53	166	133	--  	
600859	王府井	-1.26	25.03	-0.32	25.04	25.05	64569	33	-0.07	          1.40	25.19	25.33	24.70	25.35	    14.40	161578736	  0.85	百货	北京	2.49	25.02	33519	31050	  1.08	118	156	--  	
600860	京城股份	0.00	13.29	0.00	--  	--  	0	0	0.00	          0.00	--  	--  	--  	13.29	--  	0	  0.00	专用机械	北京	0.00	13.29	0	0	--  	0	0	--  	
600861	北京城乡	-2.21	17.25	-0.39	17.23	17.25	153198	13	-0.05	          4.84	17.60	17.97	17.02	17.64	    53.98	267158448	  0.99	百货	北京	5.39	17.44	85646	67551	  1.27	502	79	--  	
600862	南通科技	-2.39	20.38	-0.50	20.28	20.30	114973	27	0.19	          1.80	20.41	20.85	20.06	20.88	--  	234980048	  0.56	全国地产	江苏	3.78	20.44	64400	50573	  1.27	98	6	--  	
