代码	名称	涨幅%%	现价	涨跌	买价	卖价	总量	现量	涨速%%	换手%%	今开	最高	最低	昨收	市盈(动)	总金额	量比	细分行业	地区	振幅%%	均价	内盘	外盘	内外比	买量	卖量	未匹配量	
600593	大连圣亚	5.57	38.45	2.03	38.37	38.50	26517	2	-0.12	          2.88	36.43	39.30	36.37	36.42	    35.28	101106664	  0.94	旅游景点	辽宁	8.05	38.13	13065	13452	  0.97	4	37	--  	
600594	益佰制药	-1.60	19.08	-0.31	19.08	19.09	83163	5	0.10	          1.06	19.21	19.31	18.99	19.39	    69.91	159037264	  0.67	中成药	贵州	1.65	19.12	50563	32600	  1.55	112	118	--  	
600595	中孚实业	-1.51	5.86	-0.09	5.87	5.88	794073	675	0.17	          5.24	5.79	5.94	5.70	5.95	--  	461303808	  1.31	铝	河南	4.03	5.81	439342	354730	  1.24	369	1680	--  	
600596	新安股份	1.17	12.08	0.14	12.09	12.10	355544	189	0.16	          5.23	11.71	12.22	11.51	11.94	--  	420714944	  0.67	农药化肥	浙江	5.95	11.83	180859	174685	  1.04	423	637	--  	
600597	光明乳业	-1.33	15.55	-0.21	15.55	15.57	61237	18	-0.12	          0.50	15.69	15.76	15.43	15.76	    67.01	95500536	  0.53	乳制品	上海	2.09	15.60	35630	25606	  1.39	20	147	--  	
600598	北大荒	6.69	15.62	0.98	15.62	15.63	570846	124	0.38	          3.21	14.63	15.77	14.27	14.64	    24.95	858979520	  1.94	种植业	黑龙江	10.25	15.05	257175	313670	  0.82	20	252	--  	
600599	熊猫金控	-1.62	37.01	-0.61	37.01	37.02	90575	8	-0.16	          7.19	38.00	38.99	36.70	37.62	   811.84	343166208	  1.53	日用化工	湖南	6.09	37.89	49012	41563	  1.18	45	1	--  	
600600	青岛啤酒	-1.60	32.01	-0.52	32.00	32.02	38409	23	0.09	          0.55	32.28	32.38	31.90	32.53	    18.58	123383360	  0.89	啤酒	山东	1.48	32.12	21927	16482	  1.33	113	110	--  	
600601	方正科技	-1.09	6.37	-0.07	6.36	6.37	531015	29	-0.31	          2.42	6.41	6.49	6.35	6.44	   479.72	339999328	  0.69	电脑设备	上海	2.17	6.40	288266	242749	  1.19	4913	1024	--  	
600602	仪电电子	10.01	10.33	0.94	10.33	--  	424493	2	0.00	          4.83	9.59	10.33	9.49	9.39	   155.74	431942272	  2.73	元器件	上海	8.95	10.18	273305	151188	  1.81	154199	0	--  	
600603	大洲兴业	0.00	12.32	0.00	--  	--  	0	0	0.00	          0.00	--  	--  	--  	12.32	--  	0	  0.00	综合类	福建	0.00	12.32	0	0	--  	0	0	--  	
600604	市北高新	-4.30	24.69	-1.11	24.69	24.70	171182	111	-0.12	          5.13	25.38	26.38	24.66	25.80	--  	431528416	  0.73	园区开发	上海	6.67	25.21	92018	79163	  1.16	74	99	--  	
600605	汇通能源	3.10	22.96	0.69	23.08	23.15	42478	113	0.48	          2.88	22.28	23.10	22.08	22.27	   454.48	95666312	  0.99	商贸代理	上海	4.58	22.52	19068	23410	  0.81	19	60	--  	
600606	绿地控股	0.00	17.44	0.00	--  	--  	0	0	0.00	          0.00	--  	--  	--  	17.44	    32.20	0	  0.00	房产服务	上海	0.00	17.44	0	0	--  	0	0	--  	
600608	*ST沪科	0.81	9.93	0.08	9.94	9.95	56408	43	-0.10	          1.77	9.80	10.06	9.80	9.85	--  	55947268	  0.79	通信设备	上海	2.64	9.92	26236	30171	  0.87	7	142	--  	
600609	金杯汽车	-2.21	4.87	-0.11	4.86	4.87	199489	138	0.00	          1.83	5.00	5.03	4.80	4.98	   784.45	98086448	  0.77	汽车整车	辽宁	4.62	4.92	116036	83452	  1.39	2319	67	--  	
600610	中毅达	0.55	14.63	0.08	14.63	14.64	203176	130	0.34	          6.99	14.42	14.98	14.07	14.55	  1496.86	294334208	  1.00	建筑施工	上海	6.25	14.49	98960	104215	  0.95	73	82	--  	
600611	大众交通	3.52	15.01	0.51	15.01	15.02	666825	93	-0.19	          6.40	14.74	15.60	14.60	14.50	    42.95	1007114880	  1.72	公共交通	上海	6.90	15.10	307393	359432	  0.86	242	18	--  	
600612	老凤祥	1.67	41.99	0.69	42.00	42.02	17788	5	0.21	          0.56	41.31	42.20	41.11	41.30	    20.58	74592736	  0.96	服饰	上海	2.64	41.93	9496	8292	  1.15	395	23	--  	
600613	神奇制药	0.05	21.29	0.01	21.29	21.30	44851	53	0.09	          2.53	21.20	21.70	21.05	21.28	    58.02	95991608	  0.72	中成药	上海	3.05	21.40	24252	20599	  1.18	85	99	--  	
600614	鼎立股份	1.72	11.25	0.19	11.24	11.27	363207	61	0.53	          3.57	11.00	11.53	10.86	11.06	   207.82	407188960	  1.09	综合类	上海	6.06	11.21	172119	191087	  0.90	88	265	--  	
600615	丰华股份	0.30	20.19	0.06	20.18	20.25	44276	40	-0.09	          2.36	19.95	20.85	19.93	20.13	   468.83	90307000	  1.05	小金属	上海	4.57	20.40	26270	18005	  1.46	3	82	--  	
600616	金枫酒业	1.78	12.00	0.21	11.99	12.00	197787	50	0.00	          4.05	11.69	12.33	11.62	11.79	    83.86	236125200	  1.53	红黄药酒	上海	6.02	11.94	82216	115570	  0.71	29	136	--  	
600617	国新能源	-0.68	15.96	-0.11	15.96	15.97	57757	21	0.06	          2.56	16.00	16.35	15.82	16.07	    35.77	93024056	  0.95	供气供热	山西	3.30	16.11	33236	24520	  1.36	107	244	--  	
600618	氯碱化工	7.97	13.28	0.98	13.28	13.29	149446	43	0.00	          1.99	12.20	13.53	12.12	12.30	--  	196960464	  2.46	化工原料	上海	11.46	13.18	67700	81745	  0.83	141	1206	--  	
600619	海立股份	8.34	15.33	1.18	15.34	15.35	115993	10	-0.32	          3.64	14.09	15.57	13.95	14.15	   220.62	175562544	  2.39	机械基件	上海	11.45	15.14	55599	60394	  0.92	53	248	--  	
600620	天宸股份	0.00	19.27	0.00	--  	--  	0	0	0.00	          0.00	--  	--  	--  	19.27	    99.85	0	  0.00	综合类	上海	0.00	19.27	0	0	--  	0	0	--  	
600621	华鑫股份	-1.78	13.27	-0.24	13.26	13.27	111686	88	0.00	          2.13	13.45	13.58	13.20	13.51	    28.09	149668384	  0.56	全国地产	上海	2.81	13.40	64035	47650	  1.34	157	175	--  	
600622	嘉宝集团	-2.24	15.27	-0.35	15.30	15.34	110918	11	0.19	          2.16	15.50	15.84	15.01	15.62	    27.05	171358560	  0.65	区域地产	上海	5.31	15.45	61030	49888	  1.22	96	25	--  	
600623	双钱股份	-0.25	20.21	-0.05	20.20	20.22	45301	10	-0.14	          0.70	20.26	20.64	19.92	20.26	    66.17	91940064	  0.81	汽车配件	上海	3.55	20.30	22278	23023	  0.97	270	11	--  	
600624	复旦复华	-1.06	16.73	-0.18	16.72	16.73	186672	18	0.05	          4.16	16.80	16.93	16.50	16.91	   216.81	311689600	  0.85	综合类	上海	2.54	16.70	94258	92414	  1.02	273	411	--  	
600626	申达股份	-1.13	14.88	-0.17	14.88	14.89	209069	5	-0.20	          2.94	15.05	15.23	14.79	15.05	    90.54	313371744	  0.85	纺织	上海	2.92	14.99	114096	94972	  1.20	189	95	--  	
600628	新世界	0.93	16.25	0.15	16.24	16.25	119043	99	0.06	          2.24	16.10	16.50	16.01	16.10	   178.63	194307472	  0.89	百货	上海	3.04	16.32	62238	56804	  1.10	25	7	--  	
600629	华建集团	-2.08	24.49	-0.52	24.48	24.49	34746	1	0.36	          1.00	25.26	25.63	24.33	25.01	    84.53	86101344	  1.38	玻璃	上海	5.20	24.78	17350	17396	  1.00	25	5	--  	
600630	龙头股份	-0.98	26.36	-0.26	26.36	26.37	224628	77	-0.11	          5.29	26.40	27.00	26.27	26.62	   145.30	597797568	  0.78	纺织	上海	2.74	26.61	113479	111149	  1.02	10	156	--  	
600633	浙报传媒	0.00	18.02	0.00	--  	--  	0	0	0.00	          0.00	--  	--  	--  	18.02	    40.36	0	  0.00	出版业	浙江	0.00	18.02	0	0	--  	0	0	--  	
600634	中技控股	2.83	22.20	0.61	22.15	22.16	462661	394	-0.13	         11.63	21.51	22.95	21.30	21.59	   102.83	1020293952	  1.20	其他建材	上海	7.64	22.05	219129	243531	  0.90	184	201	--  	
600635	大众公用	-0.20	10.00	-0.02	9.98	9.99	1072826	145	0.00	          4.35	9.93	10.33	9.80	10.02	    46.16	1078071680	  1.15	供气供热	上海	5.29	10.05	522673	550152	  0.95	1862	45	--  	
600636	三爱富	0.06	15.85	0.01	15.84	15.86	155565	108	0.06	          4.07	15.75	16.31	15.60	15.84	--  	248114528	  1.05	化工原料	上海	4.48	15.95	81116	74448	  1.09	278	280	--  	
600637	东方明珠	-1.41	34.96	-0.50	34.92	34.94	160325	81	0.14	          1.01	35.40	35.46	34.71	35.46	    27.28	562547456	  0.75	影视音像	上海	2.12	35.09	84231	76094	  1.11	94	49	--  	
600638	新黄浦	-2.72	13.58	-0.38	13.58	13.59	122122	10	-0.07	          2.18	13.79	13.81	13.48	13.96	    28.95	166477600	  1.08	区域地产	上海	2.36	13.63	69880	52242	  1.34	4	96	--  	
600639	浦东金桥	-2.95	22.37	-0.68	22.35	22.36	85255	25	-0.04	          1.30	22.93	22.93	22.28	23.05	    49.67	192377200	  0.81	园区开发	上海	2.82	22.56	50311	34944	  1.44	254	75	--  	
600640	号百控股	-3.34	21.13	-0.73	21.08	21.10	108161	1	-0.09	          2.02	21.59	21.76	20.70	21.86	   169.95	229316144	  1.39	酒店餐饮	上海	4.85	21.20	53547	54614	  0.98	213	30	--  	
600641	万业企业	2.02	15.63	0.31	15.61	15.62	332577	30	-0.25	          4.13	15.16	16.85	15.01	15.32	    50.18	532364224	  0.88	区域地产	上海	12.01	16.01	170632	161944	  1.05	117	82	--  	
600642	申能股份	-2.42	7.65	-0.19	7.64	7.65	227602	23	0.00	          0.50	7.79	7.82	7.62	7.84	    13.17	175514016	  0.85	火力发电	上海	2.55	7.71	144172	83429	  1.73	2601	1216	--  	
600643	爱建集团	0.00	16.73	0.00	--  	--  	0	0	0.00	          0.00	--  	--  	--  	16.73	    42.01	0	  0.00	多元金融	上海	0.00	16.73	0	0	--  	0	0	--  	
600644	*ST乐电	1.84	8.31	0.15	8.31	8.32	62226	25	0.36	          1.91	8.14	8.35	8.12	8.16	    59.09	51328840	  0.77	水力发电	四川	2.82	8.25	28971	33254	  0.87	15	815	--  	
600645	中源协和	3.18	51.19	1.58	51.16	51.18	121324	14	0.01	          3.73	49.65	51.68	49.21	49.61	   176.62	618848896	  1.02	生物制药	天津	4.98	51.01	60198	61126	  0.98	1	25	--  	
600647	同达创业	0.15	26.17	0.04	26.17	26.18	56989	272	0.07	          4.10	25.82	26.24	25.30	26.13	    41.81	147177856	  0.55	综合类	上海	3.60	25.83	31032	25956	  1.20	79	116	--  	
600648	外高桥	-1.91	25.64	-0.50	25.63	25.64	78303	15	0.07	          0.84	26.13	26.13	25.49	26.14	    53.54	202117424	  0.73	园区开发	上海	2.45	25.81	41955	36347	  1.15	196	5	--  	
600649	城投控股	6.31	18.02	1.07	17.98	17.99	829870	41	-0.27	          2.78	16.96	18.54	16.86	16.95	    12.91	1472529280	  1.62	区域地产	上海	9.91	17.74	376596	453274	  0.83	243	78	--  	
600650	锦江投资	-2.23	39.46	-0.90	39.47	39.48	126353	56	-0.17	          3.24	40.00	40.90	39.36	40.36	   104.65	505766592	  0.67	公共交通	上海	3.82	40.03	69241	57112	  1.21	70	103	--  	
600651	飞乐音响	0.00	12.86	0.00	--  	--  	0	0	0.00	          0.00	--  	--  	--  	12.86	    48.52	0	  0.00	电器仪表	上海	0.00	12.86	0	0	--  	0	0	--  	
600652	游久游戏	0.95	23.41	0.22	23.41	23.42	401706	81	0.12	          6.51	23.20	23.95	23.04	23.19	  2219.22	944873024	  0.62	互联网	上海	3.92	23.52	201817	199889	  1.01	43	138	--  	
600653	申华控股	-0.72	5.54	-0.04	5.53	5.54	312538	35	0.18	          1.79	5.55	5.67	5.50	5.58	  2645.55	174125904	  0.77	汽车服务	上海	3.05	5.57	160442	152096	  1.05	802	687	--  	
600654	中安消	-1.12	33.55	-0.38	33.58	33.59	168491	21	-0.20	          2.23	33.70	34.47	33.00	33.93	   201.37	570438912	  0.66	软件服务	上海	4.33	33.86	86204	82287	  1.05	377	101	--  	
600655	豫园商城	-2.02	16.46	-0.34	16.45	16.46	189188	45	-0.24	          1.32	16.76	16.95	16.44	16.80	    33.62	315897088	  0.86	百货	上海	3.04	16.70	102859	86329	  1.19	4	69	--  	
600657	信达地产	-1.80	7.11	-0.13	7.10	7.11	182665	750	0.14	          1.20	7.15	7.19	7.01	7.24	    48.42	129551704	  0.87	全国地产	北京	2.49	7.09	112796	69869	  1.61	1839	2111	--  	
600658	电子城	-3.49	12.72	-0.46	12.71	12.72	104209	2	-0.07	          1.80	12.96	12.99	12.69	13.18	    32.15	133557488	  0.67	园区开发	北京	2.28	12.82	59868	44341	  1.35	13	47	--  	
600660	福耀玻璃	0.73	15.10	0.11	15.09	15.10	187670	30	0.00	          0.94	14.98	15.35	14.71	14.99	    15.37	283892160	  1.13	汽车配件	福建	4.27	15.13	93378	94292	  0.99	332	593	--  	
600661	新南洋	-2.46	38.45	-0.97	38.43	38.46	48589	5	-0.12	          2.68	38.85	39.44	38.31	39.42	   155.37	188882560	  0.67	文教休闲	上海	2.87	38.87	26518	22070	  1.20	5	1	--  	
600662	强生控股	-0.13	15.31	-0.02	15.30	15.31	269592	64	-0.26	          2.56	15.38	15.80	15.12	15.33	    88.96	416367168	  0.93	公共交通	上海	4.44	15.44	141798	127793	  1.11	1065	188	--  	
600663	陆家嘴	-1.16	46.89	-0.55	46.88	46.90	46984	15	-0.21	          0.35	47.09	47.27	46.58	47.44	    58.29	220502688	  0.60	园区开发	上海	1.45	46.93	27186	19798	  1.37	1	4	--  	
600664	哈药股份	0.67	12.04	0.08	12.03	12.04	117738	5	0.24	          0.61	11.94	12.07	11.83	11.96	    43.02	141105136	  0.94	化学制药	黑龙江	2.01	11.98	67644	50094	  1.35	69	4	--  	
600665	天地源	2.81	7.31	0.20	7.31	7.32	468055	479	-0.27	          5.42	7.06	7.54	7.05	7.11	--  	342451168	  1.83	全国地产	上海	6.89	7.32	206102	261953	  0.79	806	1469	--  	
600666	奥瑞德	9.99	28.63	2.60	28.63	--  	513	5	0.00	          0.02	28.63	28.63	28.63	26.03	    79.98	1469549	  0.01	元器件	重庆	0.00	28.63	430	83	  5.18	415336	0	--  	
600667	太极实业	1.72	10.08	0.17	10.08	10.09	472678	3	-0.09	          3.97	9.86	10.55	9.86	9.91	  3957.83	483125920	  0.92	半导体	江苏	6.96	10.22	231510	241167	  0.96	37	372	--  	
600668	尖峰集团	5.06	16.20	0.78	16.20	16.21	251594	30	0.00	          7.32	15.39	16.38	15.20	15.42	    30.79	396042528	  1.53	水泥	浙江	7.65	15.74	99074	152519	  0.65	862	298	--  	
600671	天目药业	0.00	24.77	0.00	--  	--  	0	0	0.00	          0.00	--  	--  	--  	24.77	--  	0	  0.00	中成药	浙江	0.00	24.77	0	0	--  	0	0	--  	
600673	东阳光科	-1.91	9.26	-0.18	9.25	9.26	306717	55	-0.21	          1.25	9.31	9.55	9.20	9.44	   182.15	286910880	  0.53	铝	广东	3.71	9.35	166794	139923	  1.19	789	53	--  	
600674	川投能源	-2.16	10.87	-0.24	10.86	10.87	364755	777	-0.18	          0.83	11.01	11.04	10.80	11.11	    11.20	397671424	  0.69	火力发电	四川	2.16	10.90	225975	138779	  1.63	628	180	--  	
600675	中华企业	-3.22	8.12	-0.27	8.11	8.12	391167	65	-0.24	          2.10	8.22	8.27	8.03	8.39	--  	319089280	  0.91	区域地产	上海	2.86	8.16	214934	176232	  1.22	664	39	--  	
600676	交运股份	0.77	13.09	0.10	13.08	13.09	164998	10	0.07	          1.91	12.89	13.30	12.85	12.99	    33.20	216666832	  1.17	公共交通	上海	3.46	13.13	85235	79762	  1.07	1321	265	--  	
600677	航天通信	-2.75	22.61	-0.64	22.61	22.62	131650	24	0.26	          3.30	23.20	23.31	22.41	23.25	--  	300368704	  0.53	通信设备	浙江	3.87	22.82	70777	60872	  1.16	244	184	--  	
600678	四川金顶	-1.52	17.53	-0.27	17.55	17.56	198140	147	0.34	          5.68	18.10	18.48	17.11	17.80	--  	354267008	  1.05	水泥	四川	7.70	17.88	111913	86227	  1.30	156	2	--  	
600679	金山开发	0.59	17.09	0.10	17.07	17.09	65209	60	-0.29	          3.58	16.59	17.29	16.50	16.99	--  	110027176	  1.29	文教休闲	上海	4.65	16.87	35381	29827	  1.19	205	193	--  	
600680	上海普天	-1.49	53.04	-0.80	53.07	53.08	156775	49	-0.16	          6.09	53.45	56.71	52.60	53.84	--  	855369216	  1.04	通信设备	上海	7.63	54.56	77691	79084	  0.98	5	142	--  	
600681	万鸿集团	1.74	12.86	0.22	12.85	12.87	115814	14	0.23	          4.67	12.64	12.97	12.41	12.64	--  	147254656	  0.85	装修装饰	湖北	4.43	12.71	52891	62923	  0.84	37	433	--  	
600682	南京新百	0.00	37.53	0.00	--  	--  	0	0	0.00	          0.00	--  	--  	--  	37.53	--  	0	  0.00	百货	江苏	0.00	37.53	0	0	--  	0	0	--  	
600683	京投银泰	-5.47	11.92	-0.69	11.89	11.92	244129	5	0.16	          3.30	12.02	12.27	11.80	12.61	--  	292008832	  1.31	区域地产	浙江	3.73	11.96	138168	105961	  1.30	135	29	--  	
600684	珠江实业	-3.19	10.02	-0.33	10.01	10.02	203812	40	0.09	          2.87	10.24	10.28	9.95	10.35	    30.34	205178912	  0.76	全国地产	广东	3.19	10.07	115769	88043	  1.31	354	1292	--  	
600685	中船防务	-2.10	36.41	-0.78	36.42	36.43	43848	25	-0.10	          1.00	37.19	37.56	36.21	37.19	--  	160885696	  0.76	船舶	广东	3.63	36.69	25695	18152	  1.42	29	19	--  	
600686	金龙汽车	-1.60	19.05	-0.31	19.02	19.03	45986	32	-0.15	          1.04	19.20	19.60	18.88	19.36	    32.21	88319504	  0.73	汽车整车	福建	3.72	19.21	27913	18073	  1.54	145	87	--  	
600687	刚泰控股	0.69	20.43	0.14	20.40	20.42	126234	51	0.49	          2.33	20.29	20.69	19.85	20.29	    88.17	256006144	  0.63	综合类	甘肃	4.14	20.28	62616	63617	  0.98	142	72	--  	
600688	上海石化	-2.82	6.54	-0.19	6.53	6.54	285679	63	0.00	          0.98	6.68	6.71	6.48	6.73	    23.59	188811872	  0.71	石油加工	上海	3.42	6.61	158455	127223	  1.25	2481	332	--  	
600689	上海三毛	-1.87	16.83	-0.32	16.83	16.84	105268	11	0.00	          6.92	17.19	17.45	16.66	17.15	--  	179195296	  0.41	纺织	上海	4.61	17.02	53615	51652	  1.04	5	183	--  	
600690	青岛海尔	0.00	9.92	0.00	--  	--  	0	0	0.00	          0.00	--  	--  	--  	9.92	    13.28	0	  0.00	家用电器	山东	0.00	9.92	0	0	--  	0	0	--  	
600691	*ST阳化	4.91	4.06	0.19	4.06	--  	585599	100	0.00	          3.33	3.84	4.06	3.83	3.87	   104.41	234017776	  1.30	农药化肥	四川	5.94	4.00	241966	343633	  0.70	37060	0	--  	
600692	亚通股份	-1.79	14.82	-0.27	14.81	14.83	107503	627	-0.13	          4.22	14.95	15.21	14.70	15.09	   190.76	160740240	  0.91	水运	上海	3.38	14.95	60457	47046	  1.29	87	443	--  	
600693	东百集团	-1.35	12.45	-0.17	12.46	12.47	90934	54	0.40	          2.66	12.60	12.86	12.23	12.62	    99.05	113827528	  0.54	百货	福建	4.99	12.52	53217	37716	  1.41	106	66	--  	
600694	大商股份	3.89	46.18	1.73	46.22	46.25	133312	20	0.56	          4.54	44.49	46.69	44.12	44.45	    16.00	608599296	  0.72	百货	辽宁	5.78	45.65	61237	72074	  0.85	33	40	--  	
600695	绿庭投资	1.24	12.27	0.15	12.22	12.26	134417	15	-0.64	          3.67	12.12	12.58	12.03	12.12	--  	165630048	  0.81	多元金融	上海	4.54	12.32	61776	72640	  0.85	8	234	--  	
600696	匹凸匹	-0.48	14.38	-0.07	14.40	14.46	350112	22	-0.06	         10.28	14.21	14.85	13.92	14.45	--  	502334560	  0.57	区域地产	上海	6.44	14.35	180630	169481	  1.07	10	351	--  	
600697	欧亚集团	-2.94	29.70	-0.90	29.70	29.74	46685	3	-0.03	          3.01	30.40	31.30	29.61	30.60	    17.31	141323040	  0.68	百货	吉林	5.52	30.27	25996	20688	  1.26	26	31	--  	
600698	湖南天雁	-1.72	7.44	-0.13	7.44	7.45	128812	100	0.40	          2.99	7.52	7.63	7.39	7.57	  3187.22	96734640	  0.59	汽车配件	湖南	3.17	7.51	65876	62935	  1.05	968	869	--  	
600699	均胜电子	0.00	31.25	0.00	--  	--  	0	0	0.00	          0.00	--  	--  	--  	31.25	    59.77	0	  0.00	汽车配件	浙江	0.00	31.25	0	0	--  	0	0	--  	
600701	工大高新	2.61	25.19	0.64	25.18	25.20	244939	69	0.07	          4.91	24.60	25.90	24.03	24.55	--  	618299712	  0.68	综合类	黑龙江	7.62	25.24	125619	119319	  1.05	357	473	--  	
600702	沱牌舍得	-1.07	17.58	-0.19	17.58	17.59	76930	10	0.22	          2.28	17.69	17.76	17.27	17.77	  1125.61	134850160	  0.88	白酒	四川	2.76	17.53	43046	33883	  1.27	10	13	--  	
600703	三安光电	1.05	25.05	0.26	25.04	25.05	292081	166	0.00	          1.23	24.80	25.47	24.68	24.79	    31.08	731864576	  1.21	半导体	湖北	3.19	25.06	141376	150704	  0.94	284	34	--  	
600704	物产中大	-3.38	19.17	-0.67	19.17	19.18	408852	37	-0.05	          5.96	19.63	19.68	19.04	19.84	    26.89	790110080	  0.47	商贸代理	浙江	3.23	19.33	225998	182853	  1.24	40	508	--  	
600705	中航资本	-3.19	16.06	-0.53	16.07	16.08	630212	59	-0.24	          1.69	16.47	16.51	16.00	16.59	    28.70	1021937536	  0.77	多元金融	黑龙江	3.07	16.22	322999	307212	  1.05	926	207	--  	
600706	曲江文旅	3.36	20.30	0.66	20.29	20.30	46790	2	0.29	          2.63	19.46	20.63	19.40	19.64	    54.94	94567312	  1.18	旅游服务	陕西	6.26	20.21	20121	26669	  0.75	71	106	--  	
600707	彩虹股份	0.00	12.62	0.00	--  	--  	0	0	0.00	          0.00	--  	--  	--  	12.62	--  	0	  0.00	元器件	陕西	0.00	12.62	0	0	--  	0	0	--  	
600708	光明地产	-2.21	12.85	-0.29	12.84	12.85	118092	3	0.00	          2.32	13.00	13.10	12.75	13.14	    68.87	152306224	  0.72	全国地产	上海	2.66	12.90	65309	52783	  1.24	139	13	--  	
600710	*ST常林	0.00	5.44	0.00	--  	--  	0	0	0.00	          0.00	--  	--  	--  	5.44	--  	0	  0.00	工程机械	江苏	0.00	5.44	0	0	--  	0	0	--  	
600711	盛屯矿业	-1.73	7.97	-0.14	7.96	7.97	409799	25	-0.12	          3.45	8.11	8.23	7.90	8.11	   107.13	330438688	  0.69	小金属	福建	4.07	8.06	225636	184162	  1.23	639	1166	--  	
600712	南宁百货	10.01	10.22	0.93	10.22	--  	646644	21	0.00	         12.03	9.28	10.22	9.12	9.29	--  	634209664	  2.40	百货	广西	11.84	9.81	316613	330030	  0.96	15714	0	--  	
600713	南京医药	-0.96	10.32	-0.10	10.32	10.33	147010	5	0.00	          2.12	10.38	10.64	10.25	10.42	    57.16	153105824	  0.76	医药商业	江苏	3.74	10.41	84042	62967	  1.33	856	868	--  	
600714	金瑞矿业	0.00	11.84	0.00	--  	--  	0	0	0.00	          0.00	--  	--  	--  	11.84	--  	0	  0.00	煤炭开采	青海	0.00	11.84	0	0	--  	0	0	--  	
600715	*ST松辽	5.01	34.17	1.63	34.17	--  	58142	28	0.00	          2.59	32.55	34.17	32.15	32.54	   728.94	197541584	  2.20	汽车配件	辽宁	6.21	33.98	27598	30543	  0.90	3845	0	--  	
600716	凤凰股份	-1.46	8.75	-0.13	8.74	8.76	110329	10	-0.22	          1.49	8.90	9.00	8.59	8.88	--  	97574128	  0.68	区域地产	江苏	4.62	8.84	60172	50157	  1.20	746	70	--  	
600717	天津港	-2.35	11.23	-0.27	11.23	11.24	132024	1	-0.08	          0.79	11.46	11.46	11.19	11.50	    14.21	149119744	  0.73	港口	天津	2.35	11.29	80526	51497	  1.56	760	1172	--  	
600718	东软集团	0.00	23.57	0.00	--  	--  	0	0	0.00	          0.00	--  	--  	--  	23.57	   135.48	0	  0.00	软件服务	辽宁	0.00	23.57	0	0	--  	0	0	--  	
600719	大连热电	5.66	8.78	0.47	8.77	8.78	1118148	71	-0.34	         27.64	8.40	9.14	8.31	8.31	--  	988962176	  2.97	供气供热	辽宁	9.99	8.84	595261	522886	  1.14	55	391	--  	
600720	祁连山	-1.85	9.04	-0.17	9.04	9.05	147246	399	0.11	          1.90	9.10	9.15	8.90	9.21	    83.49	132508984	  0.51	水泥	甘肃	2.71	9.00	82222	65023	  1.26	2036	269	--  	
600721	百花村	0.00	16.73	0.00	--  	--  	0	0	0.00	          0.00	--  	--  	--  	16.73	--  	0	  0.00	焦炭加工	新疆	0.00	16.73	0	0	--  	0	0	--  	
600722	*ST金化	2.17	7.54	0.16	7.54	7.55	86322	20	0.00	          1.27	7.45	7.73	7.34	7.38	    16.21	65176448	  0.85	化工原料	河北	5.28	7.55	45852	40469	  1.13	419	872	--  	
600723	首商股份	-0.86	10.33	-0.09	10.32	10.33	67699	119	-0.09	          1.03	10.45	10.50	10.20	10.42	    21.55	70115392	  0.75	百货	北京	2.88	10.36	39558	28141	  1.41	583	469	--  	
600724	宁波富达	2.51	6.93	0.17	6.94	6.95	179600	107	0.28	          1.24	6.70	6.95	6.60	6.76	--  	121601688	  1.14	区域地产	浙江	5.18	6.77	92752	86848	  1.07	4205	2019	--  	
600725	云维股份	-3.50	7.72	-0.28	7.72	7.73	217223	80	-0.64	          3.52	7.90	8.13	7.70	8.00	--  	172314272	  0.73	焦炭加工	云南	5.38	7.93	119238	97984	  1.22	365	298	--  	
600726	华电能源	-1.84	6.92	-0.13	6.92	6.93	171004	15	-0.14	          1.11	7.05	7.10	6.90	7.05	    65.16	119370624	  0.71	火力发电	黑龙江	2.84	6.98	102789	68214	  1.51	681	302	--  	
600727	鲁北化工	-0.57	10.46	-0.06	10.46	10.47	136849	16	0.38	          3.90	10.55	10.56	10.20	10.52	   106.57	142096496	  0.62	农药化肥	山东	3.42	10.38	76566	60283	  1.27	10	114	--  	
600728	佳都科技	0.44	36.54	0.16	36.53	36.55	126027	14	-0.10	          3.18	36.05	37.27	35.92	36.38	--  	461916544	  0.73	软件服务	广东	3.71	36.65	63973	62053	  1.03	24	50	--  	
600729	重庆百货	0.00	32.39	0.00	--  	--  	0	0	0.00	          0.00	--  	--  	--  	32.39	    25.75	0	  0.00	百货	重庆	0.00	32.39	0	0	--  	0	0	--  	
600730	中国高科	-3.93	19.32	-0.79	19.31	19.33	402649	170	0.10	          6.86	19.98	20.40	18.99	20.11	   130.45	790376256	  0.70	综合类	北京	7.01	19.63	195649	206999	  0.95	15	77	--  	
600731	湖南海利	4.49	11.64	0.50	11.63	11.64	200222	107	0.00	          7.83	11.17	11.77	10.92	11.14	   491.54	228788096	  1.30	农药化肥	湖南	7.63	11.43	86808	113414	  0.77	88	795	--  	
600732	*ST新梅	0.00	7.71	0.00	--  	--  	0	0	0.00	          0.00	--  	--  	--  	7.71	--  	0	  0.00	区域地产	上海	0.00	7.71	0	0	--  	0	0	--  	
600733	S前锋	2.57	39.45	0.99	39.45	39.48	19723	6	0.63	          2.61	38.70	39.57	38.12	38.46	--  	76547264	  0.90	区域地产	四川	3.77	38.81	9511	10211	  0.93	2	6	--  	
600734	实达集团	0.00	12.99	0.00	--  	--  	0	0	0.00	          0.00	--  	--  	--  	12.99	--  	0	  0.00	电脑设备	福建	0.00	12.99	0	0	--  	0	0	--  	
